id,price_doc
30474,5545940.5
30475,8071639.5
30476,5358082.5
30477,5503485.5
30478,4881742.5
30479,9429752.0
30480,4122344.75
30481,4197729.5
30482,4943526.5
30483,4694841.0
30484,6521808.0
30485,5078552.0
30486,3750724.25
30487,3823365.5
30488,6328294.5
30489,6070598.0
30490,22435748.0
30491,18466410.0
30492,5700059.5
30493,12897484.0
30494,6630924.0
30495,10461138.0
30496,8776336.0
30497,7949465.5
30498,4534840.0
30499,7685652.5
30500,11394682.0
30501,6888665.0
30502,2851057.5
30503,6089050.0
30504,5813781.5
30505,11083736.0
30506,2897302.5
30507,4727430.5
30508,5351343.0
30509,7555436.5
30510,9094224.0
30511,6548586.5
30512,6285024.5
30513,4051742.75
30514,3496271.25
30515,9499858.0
30516,5823077.5
30517,10699804.0
30518,9513252.0
30519,4641382.0
30520,7345963.0
30521,5337168.5
30522,7537649.5
30523,6480054.5
30524,10520694.0
30525,10602604.0
30526,4747210.0
30527,4990992.5
30528,6430446.0
30529,6455345.5
30530,6052449.0
30531,14867604.0
30532,4686821.5
30533,10247332.0
30534,6694997.5
30535,9380080.0
30536,5626598.0
30537,11655360.0
30538,4762344.0
30539,14447364.0
30540,9412868.0
30541,6326609.0
30542,1920063.375
30543,5758535.5
30544,6703581.0
30545,8421728.0
30546,4014758.0
30547,9799072.0
30548,4486865.0
30549,5226479.5
30550,12484234.0
30551,5095646.0
30552,1571701.125
30553,6793504.5
30554,10529604.0
30555,6170330.5
30556,8941830.0
30557,7231167.0
30558,9129304.0
30559,6504038.5
30560,5840869.5
30561,6595519.5
30562,11993104.0
30563,4398674.0
30564,7417568.0
30565,6472136.5
30566,7107420.5
30567,1696358.625
30568,10414150.0
30569,10244970.0
30570,6864286.0
30571,7612680.0
30572,4823200.0
30573,6446714.5
30574,5966872.5
30575,7613963.5
30576,4943314.5
30577,4173827.75
30578,2882791.75
30579,7053534.0
30580,4295153.0
30581,5637137.0
30582,12764396.0
30583,6853986.0
30584,4354683.5
30585,2482197.75
30586,8695906.0
30587,5831452.5
30588,7771925.5
30589,7259833.5
30590,11761142.0
30591,5265465.0
30592,6382683.0
30593,8507320.0
30594,6679943.5
30595,5548523.0
30596,6807891.0
30597,6485023.5
30598,9493772.0
30599,11086374.0
30600,5505655.5
30601,6126970.5
30602,1606970.25
30603,12200820.0
30604,4528326.5
30605,6562575.0
30606,23324002.0
30607,6552895.5
30608,8621926.0
30609,6129893.0
30610,2809656.75
30611,5370137.5
30612,7179699.5
30613,7914995.5
30614,16703524.0
30615,7430409.0
30616,5481455.0
30617,9247628.0
30618,5132553.0
30619,3785452.0
30620,2306110.25
30621,8968348.0
30622,7756894.0
30623,6216119.0
30624,6613093.0
30625,7895895.0
30626,6155562.0
30627,6896481.0
30628,6402349.5
30629,5157057.5
30630,4139467.75
30631,6134712.5
30632,3921739.75
30633,5939905.5
30634,11072762.0
30635,9513092.0
30636,5326697.0
30637,9451718.0
30638,5711543.0
30639,7310869.5
30640,4536735.0
30641,8167758.5
30642,6542376.5
30643,7920610.5
30644,9497504.0
30645,7018419.0
30646,5275432.0
30647,4712150.5
30648,24005266.0
30649,2119951.5
30650,5067733.5
30651,2961740.0
30652,4320343.0
30653,7648799.0
30654,4492311.5
30655,12668538.0
30656,3885268.75
30657,6392258.5
30658,11227598.0
30659,4705944.0
30660,8563836.0
30661,6685251.5
30662,7726791.5
30663,15584048.0
30664,12878142.0
30665,6091060.5
30666,2387503.75
30667,4222810.5
30668,9044286.0
30669,4796988.0
30670,2470616.25
30671,6847843.0
30672,14657972.0
30673,10740960.0
30674,11514756.0
30675,1784257.375
30676,6845807.0
30677,4250302.5
30678,20423830.0
30679,5946613.0
30680,5114656.5
30681,2413024.75
30682,8502602.0
30683,9529284.0
30684,5041813.0
30685,7209373.0
30686,9421924.0
30687,4914494.5
30688,4473061.5
30689,14962280.0
30690,24228580.0
30691,4460240.0
30692,5866996.0
30693,10904504.0
30694,5294053.0
30695,6917845.0
30696,6279630.5
30697,12176328.0
30698,7099438.5
30699,6015269.0
30700,4838997.0
30701,9497504.0
30702,6059477.5
30703,3718522.0
30704,11480686.0
30705,9025226.0
30706,24728762.0
30707,3401295.75
30708,14247540.0
30709,6135234.5
30710,7497628.5
30711,4552598.5
30712,4018145.5
30713,6449693.5
30714,6999447.5
30715,3870771.5
30716,9554452.0
30717,6092622.5
30718,7601544.0
30719,14257008.0
30720,7037593.0
30721,4318672.0
30722,7132919.0
30723,6124609.5
30724,12325070.0
30725,6924978.0
30726,11875910.0
30727,9446864.0
30728,11430150.0
30729,3193510.75
30730,6235893.0
30731,6317341.5
30732,4386596.0
30733,10089170.0
30734,7092676.0
30735,5491121.5
30736,5199238.0
30737,6751655.0
30738,6210482.0
30739,4255251.5
30740,6193221.0
30741,11620630.0
30742,4048123.75
30743,4855035.5
30744,8715628.0
30745,6837743.5
30746,5617184.5
30747,14501652.0
30748,16160310.0
30749,4783467.5
30750,6507120.0
30751,3120989.25
30752,6848767.5
30753,9905490.0
30754,5454098.5
30755,4347288.0
30756,6481614.0
30757,5152503.0
30758,10539770.0
30759,5740465.0
30760,3657223.0
30761,10277984.0
30762,6744505.0
30763,11724428.0
30764,6067361.5
30765,5975986.5
30766,3246074.0
30767,9771188.0
30768,4384456.5
30769,7322764.5
30770,6062701.0
30771,2729020.25
30772,8360848.5
30773,8055406.0
30774,5571371.5
30775,12380818.0
30776,5510074.5
30777,5402029.0
30778,9119886.0
30779,6696356.5
30780,7555901.5
30781,6646827.5
30782,5267126.5
30783,5521076.5
30784,3541603.25
30785,5066879.0
30786,4057066.25
30787,6139496.5
30788,5593604.5
30789,7314675.5
30790,6391767.0
30791,9716366.0
30792,7175435.5
30793,10822008.0
30794,13282152.0
30795,11552106.0
30796,11068674.0
30797,14616456.0
30798,2587758.0
30799,11042168.0
30800,14967810.0
30801,6136487.5
30802,19229976.0
30803,2653977.75
30804,3575550.0
30805,15150912.0
30806,7085103.0
30807,6049524.0
30808,10069706.0
30809,4847303.5
30810,11630986.0
30811,4210732.5
30812,5263615.0
30813,5020738.0
30814,2707341.25
30815,3753424.75
30816,8365078.5
30817,1629190.625
30818,7602158.5
30819,8030736.5
30820,5277708.0
30821,25565982.0
30822,9346872.0
30823,7825629.0
30824,3428117.0
30825,5241943.0
30826,10327848.0
30827,4597132.0
30828,5621958.5
30829,5534899.0
30830,8634434.0
30831,7122118.5
30832,5729314.0
30833,5208295.0
30834,4050363.5
30835,7224876.5
30836,6483057.0
30837,5201697.5
30838,4362305.5
30839,5881157.5
30840,11177070.0
30841,11800186.0
30842,7311024.0
30843,5506027.0
30844,6479894.0
30845,10011476.0
30846,4384844.0
30847,5728715.0
30848,8219219.5
30849,4315292.0
30850,3923658.25
30851,5143127.5
30852,6534990.0
30853,4290238.0
30854,5581828.0
30855,7789072.0
30856,8562754.0
30857,2214067.0
30858,4117327.5
30859,5872632.0
30860,5837095.0
30861,8996906.0
30862,6214883.5
30863,5153634.0
30864,6447827.5
30865,9528196.0
30866,6715686.5
30867,5872462.5
30868,8171202.0
30869,5387298.5
30870,4770279.5
30871,8322513.5
30872,5115066.5
30873,3863249.0
30874,4910925.5
30875,5856565.0
30876,4912919.5
30877,10529768.0
30878,5736477.5
30879,10594520.0
30880,6320440.0
30881,1797359.5
30882,11338922.0
30883,3701536.5
30884,5819101.5
30885,5144272.5
30886,7518870.5
30887,5856614.0
30888,4588151.5
30889,5184047.5
30890,7269264.0
30891,3551198.25
30892,3656089.5
30893,4220985.0
