id,price_doc
30474,5461249.5
30475,8248742.5
30476,5194608.0
30477,6199198.5
30478,5250149.5
30479,9104145.0
30480,4606804.5
30481,4351974.5
30482,4713035.0
30483,4728301.0
30484,6402903.0
30485,5130775.0
30486,3788575.75
30487,3884438.25
30488,6152780.5
30489,6129307.5
30490,21608504.0
30491,19258740.0
30492,5159563.5
30493,14638987.0
30494,7168183.0
30495,9593160.0
30496,8411771.0
30497,8350538.0
30498,4470598.5
30499,7067733.0
30500,11184266.0
30501,6707069.0
30502,3341057.25
30503,5855585.5
30504,5652169.5
30505,11668057.0
30506,3072749.5
30507,5064350.0
30508,6039912.0
30509,7322896.5
30510,9080750.0
30511,6233119.5
30512,6228069.0
30513,4641316.0
30514,3319821.5
30515,9800820.0
30516,6218098.5
30517,10079946.0
30518,7203311.0
30519,4442704.5
30520,6944210.0
30521,5056541.5
30522,7383097.5
30523,6202587.0
30524,9349207.0
30525,9409729.0
30526,5190765.0
30527,5348642.0
30528,6491062.5
30529,6470586.0
30530,5978153.5
30531,14486441.0
30532,4936195.0
30533,9616646.0
30534,7083137.5
30535,9314339.0
30536,5883972.0
30537,10644900.0
30538,4820492.0
30539,9036519.0
30540,9394414.0
30541,5194796.0
30542,2144948.75
30543,5304261.0
30544,6939701.5
30545,8122228.5
30546,4341068.5
30547,9339120.0
30548,4650647.0
30549,5318413.5
30550,11150612.0
30551,5275742.0
30552,2064656.5
30553,7096972.0
30554,10659529.0
30555,6672134.0
30556,8404707.0
30557,7813164.5
30558,9509323.0
30559,5299867.0
30560,5514359.5
30561,6393463.5
30562,11626558.0
30563,5042407.5
30564,6817681.5
30565,6174194.0
30566,7644578.0
30567,2117510.25
30568,8902039.0
30569,8597334.0
30570,6146904.0
30571,7128242.0
30572,5165663.5
30573,6364184.5
30574,5904112.0
30575,7093210.0
30576,4663989.5
30577,4099217.5
30578,3081200.75
30579,6879093.5
30580,4071710.5
30581,5194682.5
30582,11054008.0
30583,7238514.0
30584,4134213.75
30585,2618652.0
30586,8460945.0
30587,5872289.5
30588,7371924.5
30589,6928466.5
30590,12593770.0
30591,5227033.5
30592,6324813.5
30593,8314096.5
30594,7179595.0
30595,5313257.5
30596,6565066.0
30597,6364184.5
30598,9330662.0
30599,12155420.0
30600,5594775.5
30601,6025425.5
30602,2041717.875
30603,11713769.0
30604,4547644.0
30605,6604105.5
30606,14383306.0
30607,6352239.0
30608,9094617.0
30609,6185344.5
30610,3190772.25
30611,6086059.0
30612,7061231.5
30613,8020446.5
30614,18640204.0
30615,7390438.0
30616,6160977.5
30617,8885898.0
30618,4876026.0
30619,4564219.5
30620,2884360.25
30621,8164717.5
30622,8149423.5
30623,6006338.0
30624,6919492.5
30625,7924095.5
30626,6302457.0
30627,6818754.5
30628,6248522.5
30629,5041047.0
30630,4885899.0
30631,6486495.5
30632,4058951.25
30633,5774702.0
30634,11052785.0
30635,9402947.0
30636,5354863.5
30637,9548872.0
30638,5695652.5
30639,7190442.0
30640,4703009.0
30641,7883227.5
30642,6352881.5
30643,7432854.5
30644,9288154.0
30645,6827096.0
30646,5023558.5
30647,5155933.5
30648,22816512.0
30649,2727388.0
30650,4768249.5
30651,3072658.75
30652,4641555.0
30653,7253710.0
30654,4876221.5
30655,11413169.0
30656,4026185.25
30657,6110590.0
30658,8713580.0
30659,5005596.5
30660,8027295.5
30661,6426621.0
30662,7640737.0
30663,13621217.0
30664,11081683.0
30665,6253256.0
30666,2622135.5
30667,4187325.0
30668,8503017.0
30669,5212960.0
30670,2594824.0
30671,6713436.5
30672,13486426.0
30673,10011886.0
30674,11233695.0
30675,2120436.5
30676,6630377.0
30677,4183872.25
30678,15174944.0
30679,5548955.5
30680,5530739.0
30681,2358098.5
30682,7981578.0
30683,9525625.0
30684,4197492.5
30685,6201167.5
30686,9532313.0
30687,5111908.0
30688,4616493.5
30689,11813728.0
30690,22863080.0
30691,4471993.0
30692,6333312.0
30693,10184439.0
30694,5116375.5
30695,6648904.5
30696,6441629.5
30697,12236511.0
30698,7025530.0
30699,5614889.5
30700,5129268.5
30701,9081547.0
30702,5898529.5
30703,3923414.75
30704,10941449.0
30705,7930106.0
30706,22426128.0
30707,3684923.25
30708,13012761.0
30709,5815721.5
30710,7074220.0
30711,4872493.0
30712,4149365.75
30713,5418476.0
30714,6510933.0
30715,3992667.0
30716,9392730.0
30717,6131324.5
30718,8729799.0
30719,16396232.0
30720,6318097.5
30721,3774262.75
30722,7263138.0
30723,6224898.0
30724,12556426.0
30725,6376748.5
30726,11342574.0
30727,9610503.0
30728,10707619.0
30729,3568149.0
30730,5714161.5
30731,6580103.0
30732,3438987.0
30733,8644748.0
30734,6818793.5
30735,5659527.0
30736,5826430.0
30737,6151900.5
30738,5671278.0
30739,4417583.5
30740,7046795.0
30741,11849090.0
30742,4503316.5
30743,5143797.5
30744,8756298.0
30745,6808189.0
30746,5761307.5
30747,14933838.0
30748,17595356.0
30749,4692897.0
30750,6547996.0
30751,3697409.25
30752,7488644.0
30753,9355754.0
30754,5182158.5
30755,4451471.0
30756,6431789.5
30757,5254743.0
30758,9336502.0
30759,6241126.0
30760,4200215.5
30761,8914459.0
30762,7017300.5
30763,11276092.0
30764,6237288.0
30765,6033740.5
30766,3645311.0
30767,9115457.0
30768,4423245.0
30769,6802160.0
30770,6209725.0
30771,3189047.25
30772,7703470.0
30773,7739109.5
30774,6014884.5
30775,10084638.0
30776,5524186.5
30777,6157570.5
30778,9442378.0
30779,6168314.5
30780,7534505.0
30781,6486631.5
30782,5206963.0
30783,5571178.0
30784,3762381.75
30785,5261372.0
30786,4444357.5
30787,6590333.5
30788,5688699.0
30789,7125000.0
30790,5910512.0
30791,10491867.0
30792,7027440.0
30793,9964184.0
30794,11979825.0
30795,9760041.0
30796,10090391.0
30797,14148272.0
30798,2895464.25
30799,9467662.0
30800,13945219.0
30801,6620956.0
30802,18781672.0
30803,2680406.25
30804,3611848.5
30805,13624257.0
30806,6955238.5
30807,5948557.5
30808,10211203.0
30809,5298992.5
30810,10234465.0
30811,4350821.0
30812,5203900.0
30813,4893528.0
30814,2832364.25
30815,3598690.25
30816,7937415.0
30817,2038301.625
30818,7281364.0
30819,7093284.5
30820,4878296.0
30821,24500312.0
30822,9148551.0
30823,6219385.5
30824,3825510.5
30825,5444260.5
30826,9550220.0
30827,5583081.5
30828,5653717.0
30829,5552062.5
30830,9065262.0
30831,6054780.0
30832,5865293.5
30833,5020441.0
30834,4261524.0
30835,6953852.5
30836,6806008.0
30837,5616721.0
30838,4181686.25
30839,5387482.5
30840,11532296.0
30841,9965457.0
30842,7023540.5
30843,4962301.0
30844,7133213.0
30845,8869752.0
30846,4444366.0
30847,5482044.0
30848,8241107.5
30849,4596513.5
30850,4083501.0
30851,5178098.0
30852,5612095.0
30853,4083115.5
30854,5734212.5
30855,6977302.0
30856,7838367.5
30857,2392240.25
30858,4543517.0
30859,5920012.0
30860,5603650.5
30861,8243324.0
30862,6605063.0
30863,5893794.5
30864,6317911.0
30865,9847177.0
30866,6927244.0
30867,5511694.0
30868,8501135.0
30869,5340772.0
30870,4913852.0
30871,7988583.5
30872,5198558.0
30873,3971321.25
30874,4581677.0
30875,6207741.5
30876,5153800.0
30877,9922403.0
30878,5845860.0
30879,11230182.0
30880,6594634.0
30881,2042917.625
30882,8610175.0
30883,3012216.75
30884,5902040.5
30885,4782636.5
30886,7672793.0
30887,5557222.5
30888,4612128.0
30889,4882904.0
30890,6939278.0
30891,3758483.5
30892,3786744.5
30893,4631955.0
30894,5594060.5
30895,4393065.0
30896,6009363.0
30897,7193295.0
30898,6779654.5
30899,6752225.0
30900,3205039.0
30901,6507034.5
30902,2105603.0
30903,6357730.0
30904,7292643.0
30905,5875090.5
30906,5751996.5
30907,10771653.0
30908,4140914.0
30909,12739622.0
30910,7408912.5
30911,4093459.25
30912,6399478.5
30913,16170043.0
30914,5380771.5
30915,7613053.5
30916,5910067.0
30917,8512501.0
30918,6621101.0
30919,4448097.5
30920,4770728.5
30921,4117130.0
30922,5869652.5
30923,3363240.0
30924,5334567.0
30925,16335799.0
30926,6421744.0
30927,7567068.0
30928,4366883.0
30929,5305434.5
30930,9284753.0
30931,10655870.0
30932,4517287.5
30933,4778920.5
30934,12539600.0
30935,6671879.5
30936,7057892.0
30937,8701141.0
30938,4100789.5
30939,9084579.0
30940,6616348.0
30941,6484467.0
30942,3558345.25
30943,6683947.5
30944,5309230.5
30945,3792143.5
30946,12218507.0
30947,6663238.0
30948,8115941.0
30949,6568967.5
30950,6020325.0
30951,16848760.0
30952,7689340.5
30953,9561794.0
30954,5016669.5
30955,6110491.0
30956,6880779.5
30957,5568804.0
30958,26665592.0
30959,7916859.5
30960,7249540.0
30961,7925373.0
30962,10983162.0
30963,3747845.75
30964,4055511.5
30965,7040836.5
30966,12626626.0
30967,10618538.0
30968,3631362.5
30969,3340671.75
30970,6391628.5
30971,10023026.0
30972,3420356.5
30973,5160769.0
30974,5213263.5
